rank,token_id,count,frequency,cumulative_freq
318,1047,384,0.08141664970486465,73.04409220435575
319,1797,380,0.08056855960377231,73.12466076395953
320,1344,375,0.07950844697740687,73.20416921093694
321,961,374,0.07929642445213379,73.28346563538908
322,1736,373,0.07908440192686071,73.36255003731594
323,1657,372,0.07887237940158762,73.44142241671753
324,907,371,0.07866035687631454,73.52008277359384
325,1586,369,0.07823631182576837,73.5983190854196
326,1723,364,0.07717619919940295,73.675495284619
327,806,364,0.07717619919940295,73.7526714838184
328,1782,362,0.07675215414885678,73.82942363796727
329,1042,360,0.0763281090983106,73.90575174706558
330,1625,360,0.0763281090983106,73.98207985616389
331,34,359,0.07611608657303752,74.05819594273693
332,1382,359,0.07611608657303752,74.13431202930997
333,1492,357,0.07569204152249134,74.21000407083245
334,1238,357,0.07569204152249134,74.28569611235494
335,906,357,0.07569204152249134,74.36138815387743
336,1228,356,0.07548001899721826,74.43686817287464
337,1369,356,0.07548001899721826,74.51234819187185
338,1760,355,0.07526799647194518,74.5876161883438
339,1571,355,0.07526799647194518,74.66288418481575
340,1356,355,0.07526799647194518,74.7381521812877
341,1813,352,0.07463192889612592,74.81278411018383
342,1069,351,0.07441990637085284,74.88720401655468
343,1387,351,0.07441990637085284,74.96162392292553
344,695,351,0.07441990637085284,75.03604382929637
345,1030,349,0.07399586132030667,75.11003969061669
346,678,349,0.07399586132030667,75.184035551937
347,191,349,0.07399586132030667,75.25803141325731
348,1224,349,0.07399586132030667,75.33202727457763
349,1155,348,0.07378383879503359,75.40581111337266
350,1136,347,0.07357181626976049,75.47938292964243
351,1083,347,0.07357181626976049,75.55295474591219
352,234,346,0.07335979374448741,75.62631453965668
353,1740,346,0.07335979374448741,75.69967433340116
354,1252,341,0.07229968111812199,75.77197401451929
355,683,341,0.07229968111812199,75.84427369563741
356,158,339,0.07187563606757583,75.91614933170499
357,1629,338,0.07166361354230273,75.98781294524728
358,1290,337,0.07145159101702965,76.05926453626431
359,1349,337,0.07145159101702965,76.13071612728133
360,1075,337,0.07145159101702965,76.20216771829836
361,95,337,0.07145159101702965,76.27361930931538
