file_id,speaker,utt,kind,material,layer_idx,module_path,stage,abs_mean,rms,temp_std,delta_rms
girl9_clean_002,girl9,002,clean,clean,4,encoder.model[3],downsample,4.367237091064453,8.48259162902832,7.068474292755127,5.912015914916992
girl9_clean_002,girl9,002,clean,clean,5,encoder.model[4].block[1],residual,11.869548797607422,21.59491539001465,18.7947940826416,17.667091369628906
girl9_clean_002,girl9,002,clean,clean,6,encoder.model[4].block[3],residual,14.709980010986328,27.073970794677734,25.423931121826172,28.754961013793945
girl9_clean_002,girl9,002,clean,clean,7,encoder.model[4].shortcut,residual,3.5195791721343994,7.12106466293335,5.949902057647705,7.722560882568359
girl9_clean_002,girl9,002,clean,clean,8,encoder.model[6],downsample,24.658395767211914,49.778282165527344,43.500816345214844,75.51953887939453
girl9_clean_002,girl9,002,clean,clean,9,encoder.model[7].block[1],residual,33.91511154174805,70.2635726928711,60.795475006103516,106.37322998046875
girl9_clean_002,girl9,002,clean,clean,10,encoder.model[7].block[3],residual,14.942282676696777,35.739070892333984,25.192947387695312,48.44963455200195
girl9_clean_002,girl9,002,clean,clean,11,encoder.model[7].shortcut,residual,8.257847785949707,19.39518165588379,14.194250106811523,27.66151237487793
girl9_clean_002,girl9,002,clean,clean,12,encoder.model[9],downsample,11.026359558105469,23.979480743408203,15.76278305053711,25.365365982055664
girl9_clean_002,girl9,002,clean,clean,13,encoder.model[10].block[1],residual,7.8028459548950195,17.393430709838867,10.020833969116211,15.456506729125977
girl9_clean_002,girl9,002,clean,clean,14,encoder.model[10].block[3],residual,1.4307445287704468,3.1576247215270996,1.8200104236602783,4.031893253326416
girl9_clean_002,girl9,002,clean,clean,15,encoder.model[10].shortcut,residual,3.8851966857910156,17.506134033203125,3.940154790878296,3.4555089473724365
girl9_clean_002,girl9,002,clean,clean,16,encoder.model[12],downsample,0.24603009223937988,0.5285211205482483,0.29685771465301514,0.42716458439826965
girl9_clean_002,girl9,002,clean,clean,17,encoder.model[15],projection,0.2235998511314392,0.285459041595459,0.26464104652404785,0.3034789562225342
boy4_box_002,boy4,002,ldv,box,0,encoder.model[0],stem,0.2693203389644623,0.4941691756248474,0.4187959134578705,0.07597039639949799
boy4_box_002,boy4,002,ldv,box,1,encoder.model[1].block[1],residual,0.8772376775741577,1.7259241342544556,1.274200439453125,0.2689420282840729
boy4_box_002,boy4,002,ldv,box,2,encoder.model[1].block[3],residual,1.2401179075241089,2.074143886566162,1.7144805192947388,0.4939599931240082
boy4_box_002,boy4,002,ldv,box,3,encoder.model[1].shortcut,residual,0.8589782118797302,1.509351134300232,1.3321157693862915,0.23098124563694
boy4_box_002,boy4,002,ldv,box,4,encoder.model[3],downsample,4.5673418045043945,8.436918258666992,6.246730804443359,3.2016618251800537
boy4_box_002,boy4,002,ldv,box,5,encoder.model[4].block[1],residual,12.641988754272461,20.626039505004883,16.262306213378906,11.056113243103027
boy4_box_002,boy4,002,ldv,box,6,encoder.model[4].block[3],residual,15.395079612731934,23.760255813598633,21.529001235961914,22.14886474609375
boy4_box_002,boy4,002,ldv,box,7,encoder.model[4].shortcut,residual,3.150578260421753,5.894379615783691,4.360067367553711,3.270812511444092
boy4_box_002,boy4,002,ldv,box,8,encoder.model[6],downsample,22.485244750976562,40.130863189697266,32.663597106933594,55.90549850463867
